recording,window,slot,channel,animal,genotype
cohort 2 group 6 mouse M3 cage3A__2,14154,Ch I,LVis,cohort 2 group 6 mouse M3 cage3A,Het
cohort 2 group 6 mouse M3 cage3A__2,14154,Ch J,RVis,cohort 2 group 6 mouse M3 cage3A,Het
AP3B2het-207-M__0,652,Ch A,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch B,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch C,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch D,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch E,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch F,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch G,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch H,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch I,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,652,Ch J,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch A,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch B,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch C,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch D,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch E,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch F,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch G,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch H,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch I,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,3996,Ch J,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch A,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch B,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch C,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch D,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch E,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch F,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch G,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch H,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch I,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,5128,Ch J,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch A,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch B,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch C,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch D,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch E,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch F,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch G,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch H,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch I,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,5574,Ch J,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch A,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch B,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch C,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch D,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch E,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch F,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch G,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch H,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch I,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,8868,Ch J,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch A,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch B,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch C,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch D,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch E,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch F,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch G,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch H,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch I,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,9832,Ch J,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch A,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch B,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch C,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch D,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch E,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch F,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch G,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch H,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch I,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,10930,Ch J,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch A,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch B,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch C,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch D,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch E,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch F,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch G,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch H,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch I,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,12311,Ch J,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch A,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch B,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch C,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch D,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch E,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch F,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch G,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch H,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch I,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__0,13904,Ch J,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch A,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch B,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch C,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch D,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch E,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch F,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch G,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch H,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch I,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,397,Ch J,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch A,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch B,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch C,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch D,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch E,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch F,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch G,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch H,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch I,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,2737,Ch J,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch A,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch B,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch C,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch D,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch E,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch F,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch G,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch H,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch I,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,6445,Ch J,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch A,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch B,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch C,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch D,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch E,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch F,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch G,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch H,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch I,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,10670,Ch J,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch A,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch B,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch C,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch D,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch E,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch F,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch G,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch H,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch I,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,18232,Ch J,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch A,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch B,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch C,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch D,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch E,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch F,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch G,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch H,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch I,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,18753,Ch J,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch A,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch B,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch C,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch D,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch E,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch F,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch G,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch H,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch I,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,18838,Ch J,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch A,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch B,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch C,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch D,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch E,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch F,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch G,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch H,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch I,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__1,18961,Ch J,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch A,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch B,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch C,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch D,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch E,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch F,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch G,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch H,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch I,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,2225,Ch J,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch A,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch B,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch C,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch D,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch E,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch F,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch G,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch H,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch I,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,9266,Ch J,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch A,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch B,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch C,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch D,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch E,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch F,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch G,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch H,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch I,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,12276,Ch J,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch A,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch B,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch C,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch D,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch E,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch F,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch G,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch H,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch I,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,24129,Ch J,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch A,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch B,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch C,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch D,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch E,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch F,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch G,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch H,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch I,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,24852,Ch J,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch A,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch B,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch C,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch D,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch E,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch F,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch G,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch H,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch I,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,27166,Ch J,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch A,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch B,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch C,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch D,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch E,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch F,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch G,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch H,LBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch I,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,27890,Ch J,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch A,LAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch B,LMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch C,LHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch D,LVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch E,RVis,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch F,RBar,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch G,RMot,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch H,RHip,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch I,RAud,AP3B2het-207-M,HET
AP3B2het-207-M__2,30911,Ch J,LBar,AP3B2het-207-M,HET
AP3B2het-221-M__0,1901,Ch A,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch B,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch C,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch D,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch E,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch F,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch G,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch H,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch I,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,1901,Ch J,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch A,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch B,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch C,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch D,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch E,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch F,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch G,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch H,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch I,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,4009,Ch J,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch A,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch B,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch C,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch D,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch E,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch F,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch G,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch H,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch I,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,9003,Ch J,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch A,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch B,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch C,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch D,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch E,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch F,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch G,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch H,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch I,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,9882,Ch J,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch A,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch B,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch C,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch D,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch E,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch F,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch G,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch H,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch I,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__0,12043,Ch J,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch A,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch B,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch C,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch D,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch E,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch F,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch G,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch H,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch I,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,2711,Ch J,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch A,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch B,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch C,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch D,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch E,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch F,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch G,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch H,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch I,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,4101,Ch J,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch A,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch B,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch C,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch D,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch E,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch F,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch G,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch H,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch I,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,11921,Ch J,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch A,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch B,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch C,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch D,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch E,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch F,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch G,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch H,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch I,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,12924,Ch J,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch A,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch B,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch C,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch D,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch E,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch F,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch G,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch H,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch I,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__1,16571,Ch J,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch A,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch B,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch C,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch D,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch E,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch F,RBar,AP3B2het-221-M,HET
